title,year,listed_in,country,weighted_average_vote,weighted_allgenders_0age,weighted_allgenders_18age,weighted_allgenders_30age,weighted_allgenders_45age,weighted_males_allages,weighted_males_0age,weighted_males_18age,weighted_males_30age,weighted_males_45age,weighted_females_allages,weighted_females_0age,weighted_females_18age,weighted_females_30age,weighted_females_45age
23:59,2011,"Horror Movies, International Movies",Singapore,4.6,5.895104895,5.725088339,5.623970037,5.689464741,5.421658986,5.895104895,5.776146789,5.64637224,5.693848858,5.795047785,0,5.847449471,5.864440263,5.878034682
9,2009,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",United States,7.1,5.981640261,7.055726092,6.984108639,7.017298415,6.988049194,5.96039886,7.041854831,6.980945122,7.00496555,7.136227618,5.916568047,7.104086202,7.089830508,6.711645379
21,2008,Dramas,United States,6.8,5.936641221,6.979382603,6.693032209,6.562245834,6.794374402,5.918040737,6.973781432,6.691812758,6.556475782,6.867850828,5.910703667,6.997119342,6.747093057,6.518837863
1920,2008,"Horror Movies, International Movies, Thrillers",India,6.4,5.904095904,6.177765843,6.109885932,5.840917108,6.233666001,5.904095904,6.166666667,6.10009995,5.825952813,5.934024896,0,5.927410208,5.891157703,5.908737864
Æon Flux,2005,"Action & Adventure, Sci-Fi & Fantasy",United States,5.5,5.8765286,5.432285142,5.407309942,5.709869233,5.405627145,5.875247525,5.440993687,5.310312291,5.711280316,5.806063178,5.90438247,5.9,5.7190096,5.9
3 Days to Kill,2014,Action & Adventure,"United States, France, Serbia",6.2,5.914145383,6.367096604,6.094931576,6.273065787,6.195213708,5.905440158,6.36089167,6.094245763,6.176810698,6.25951417,5.90438247,6.245631368,6.14266055,6.212804193
3 Deewarein,2003,"Dramas, International Movies, Thrillers",,7.8,0,6.271440064,7.053618282,5.977345731,7.085176825,0,6.248979592,7.00793934,5.925632084,6.182978723,0,5.930058939,6.081294964,5.971014493
3 Idiots,2009,"Comedies, Dramas, International Movies",India,8.4,6.549452954,8.673591383,8.177654283,7.082766706,8.387740952,6.433748056,8.668548161,8.173983961,7.061849097,8.23150294,6.004265403,8.437944901,8.040211199,6.6215311
30 Minutes or Less,2011,"Action & Adventure, Comedies",United States,6.1,5.896525097,6.187515605,6.095883334,5.811880718,6.097206392,5.89154519,6.185330073,6.095355102,5.813168291,5.990425124,5.90329013,6.053628565,5.983479266,5.858377116
7 Khoon Maaf,2011,"Dramas, International Movies, Thrillers",India,6.1,0,6.128399828,6.120424403,5.922839506,6.138284304,0,6.059221023,6.111634757,5.917830731,5.978861296,0,5.994097808,5.9,5.907149489
A Boy Called Po,2016,"Dramas, Sci-Fi & Fantasy",United States,6.6,5.894317049,5.925468165,5.948322148,5.995374264,5.923605806,5.899100899,5.903938521,5.9,5.92190561,6.091018998,5.899100899,5.919512195,5.966603416,6.010922787
A Cinderella Story,2004,"Children & Family Movies, Comedies","United States, Canada",5.9,5.887356322,6.09330387,5.610735757,5.58255934,5.327276447,5.890457256,5.377170418,5.257951817,5.480505415,6.192849482,5.888349515,6.37787219,5.9,5.959366111
A Glimpse Inside the Mind of Charles Swan III,2012,"Comedies, Independent Movies",United States,4.8,5.900199601,5.575059382,5.169323997,5.246979108,5.033545648,5.9000999,5.608905852,5.20075188,5.304704463,5.501083493,5.9000999,5.825952813,5.644601638,5.7571949
A Love Story,2007,"Dramas, International Movies, Romantic Movies",Philippines,6.4,0,5.910029499,5.927410208,5.905014749,5.916177862,0,5.908730159,5.9,5.904433498,5.927799228,0,5.900891972,5.92578125,5.899201597
A Night at the Roxbury,1998,"Comedies, Cult Movies",United States,6.3,5.904771372,6.425335988,6.287893462,5.729511583,6.290142199,5.902985075,6.325705795,6.286046674,5.733818059,6.245652174,5.902097902,6.287360429,6.221445405,5.9
A Patch of Fog,2015,"Dramas, Thrillers",United Kingdom,6.4,0,5.97493062,6.057768652,6.032082414,6.154576857,0,5.960150376,6.032352941,6.009679938,5.98263773,0,5.912598425,5.925526075,5.939252336
A Perfect Ending,2012,"Dramas, Independent Movies, LGBTQ Movies",United States,5.7,5.901098901,5.863411541,5.670867151,5.9,5.515031503,0,5.811073254,5.585175553,5.77758501,6.086234357,5.901098901,5.956424982,5.9,6.203808813
A Serious Man,2009,"Comedies, Independent Movies","United States, United Kingdom, France",7,5.972552783,7.239857376,6.983874751,6.749109415,6.988517625,5.959183673,7.324827102,6.981419547,6.74169474,6.831689323,5.907936508,6.800449326,6.70234375,6.497580645
A Single Man,2009,"Dramas, Independent Movies, LGBTQ Movies",United States,7.6,5.926745329,7.709773008,7.469091085,7.305111336,7.374933993,5.917786561,7.553527545,7.357801159,7.182638947,7.735919056,5.906374502,7.687663234,7.684715733,7.311398964
A Sun,2019,"Dramas, Independent Movies, International Movies",Taiwan,7.6,5.909542744,6.519672131,6.674074074,6.288796366,6.884812789,5.910945274,6.36567828,6.569072165,6.23317498,6.382234957,5.9000999,6.103521127,6.1306828,5.979408961
A Very Special Love,2008,"International Movies, Romantic Movies",Philippines,6.7,5.902097902,5.972794118,5.976439791,5.909864603,5.957240788,0,5.929501916,5.924264706,5.905068226,6.020863309,5.902097902,5.949472675,5.964711447,5.907646475
A Wednesday,2008,"Action & Adventure, Dramas, International Movies",India,8.1,5.932038835,8.378527378,7.916367981,6.106861223,8.055019423,5.910284035,8.372386375,7.910933921,6.227288428,6.943493761,5.908374875,6.811960478,6.773695198,5.761183705
A Wrinkle in Time,2018,Children & Family Movies,United States,4.2,5.700452489,4.51144443,4.321168924,4.45003677,4.000085072,5.755146364,4.302414487,4.10487605,4.28277512,5.088443396,5.885356455,5.261248186,5.178571429,5.423755565
Aagey Se Right,2009,"Comedies, International Movies, Music & Musicals",India,5,0,5.809848485,5.747249191,5.888349515,5.694980695,0,5.812903226,5.760611065,5.889483934,5.875486381,0,5.898101898,5.878473581,5.899401795
Aamir,2008,"International Movies, Thrillers",India,7.7,5.898205384,7.2839761,7.393929604,6.025187406,7.498387097,5.898205384,7.266142175,7.380454465,6.009069586,6.342917548,0,6.078378378,6.19812856,5.905033238
Aarakshan,2011,"Dramas, International Movies",India,6.2,5.906187625,6.202058591,5.968,5.956652361,6.13545611,5.906187625,6.19253112,5.966181941,5.934278122,5.996739955,0,5.95553539,5.940708729,5.924324324
Aashayein,2010,"Dramas, International Movies",India,7.1,0,6.181989037,6.405864386,5.914471243,6.529551315,0,6.161661342,6.38084436,5.888146754,5.966055046,0,5.917221135,5.928026692,5.919211823
Accident,2009,"International Movies, Thrillers",Hong Kong,6.6,5.900199601,6.041563786,6.397999245,6.128252788,6.386910198,5.900199601,6.051103565,6.379358717,6.077627337,6.04800326,0,5.894174757,6.008443272,5.955365622
Across the Universe,2007,"Dramas, Music & Musicals, Romantic Movies","United States, United Kingdom",7.3,5.915913556,7.428593743,7.274329825,7.193048128,7.176716696,5.912426036,7.079573877,7.163346209,7.071630295,7.648390056,5.903585657,7.553896104,7.513141222,7.15567172
Act of Valor,2012,Action & Adventure,United States,6.5,5.908946322,6.548438421,6.384462882,6.444160074,6.390502241,5.905383848,6.543905762,6.383155341,6.347905814,6.634131957,5.90329013,6.336798765,6.378129952,6.448621554
Action Replayy,2010,"Children & Family Movies, Comedies, International Movies",India,4.2,5.901783944,4.895238095,4.575675676,5.697046414,4.413492927,5.904170804,4.879728109,4.566143743,5.720422535,5.583994528,5.899100899,5.721276596,5.729875519,5.867302193
Afterschool,2008,"Dramas, Independent Movies",United States,6.1,5.899201597,6.084598815,6.033065596,5.784388445,6.117627677,5.9000999,6.101328904,6.082445141,5.830718954,5.853390283,5.899100899,5.950746269,5.870972321,5.83800738
Aftershock,2012,"Action & Adventure, Horror Movies","United States, Chile",4.8,5.897308076,5.301123145,4.889334175,5.211235605,4.925901339,5.899100899,5.315222482,4.923422082,5.250262697,5.275798572,5.898203593,5.72238806,5.427704485,5.661614623
Agneepath,1990,"Dramas, International Movies",India,7.7,5.898205384,6.970137088,7.316122841,6.172197962,7.438827626,5.898205384,6.956060606,7.302649007,6.193655589,6.200235664,0,5.955365622,6.129319372,5.921988528
Agyaat,2009,"Horror Movies, International Movies",India,2.9,5.895104895,5.559574468,5.144614209,5.769818529,4.923287671,0,5.572808587,5.210575428,5.791145332,5.757692308,0,5.869672944,5.810068426,5.874603175
Ahista Ahista,2006,"Dramas, International Movies, Romantic Movies",India,7,0,6.125596184,6.430730619,5.886219739,6.454905847,0,6.103504482,6.395774648,5.876644423,6.027399651,0,5.929126214,5.976638966,5.911241447
Aitraaz,2004,"International Movies, Music & Musicals, Romantic Movies",India,6.6,5.908366534,6.517602761,6.273801111,5.934162521,6.48397149,5.906281157,6.494915254,6.262712795,5.9,6.17472661,5.902097902,6.047471452,6.015680246,5.943856333
Ajab Prem Ki Ghazab Kahani,2009,"Comedies, International Movies, Music & Musicals",India,6.3,5.921407334,6.38634211,5.979658259,5.9,6.255835266,5.908955224,6.375052062,5.977792583,5.915182358,6.100796813,5.907178465,6.054218534,6.012849964,5.894073377
Alelí,2019,"Comedies, Dramas, International Movies","Uruguay, Argentina",6.4,0,5.918604651,5.931675875,5.908978032,5.950655022,0,5.92109375,5.925818522,5.9,5.912403101,0,5.894035785,5.905522682,5.91031746
Alibaba Aur 40 Chor,1980,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Soviet Union, India",6.2,0,5.9,5.952066116,5.930215827,5.95141159,0,5.909342231,5.930938292,5.916849817,5.908978032,0,5.890428714,5.91640625,5.903536346
All the Boys Love Mandy Lane,2006,Horror Movies,United States,5.5,5.895214357,5.567328733,5.5224656,5.657825752,5.518157883,5.898101898,5.517980179,5.620587428,5.586862106,5.561833359,5.897205589,5.651400454,5.598015192,5.796979645
Always a Bridesmaid,2019,"Comedies, Romantic Movies",United States,5.6,5.901196411,5.862324274,5.841306267,5.851879699,5.807441016,5.9000999,5.876377953,5.856022945,5.870038911,5.86722408,5.901197605,5.886259542,5.884501845,5.893423598
Amar Akbar Anthony,1977,"Action & Adventure, Classic Movies, Comedies",India,7.5,5.907646475,6.778109453,7.118320611,6.215537303,7.144463373,5.90417495,6.750086655,7.091315453,6.164705882,6.435462409,5.904095904,6.02611465,6.269157393,6.003107861
American Assassin,2017,Action & Adventure,United States,6.2,5.91722488,6.176518472,6.092235422,6.263113242,6.095445851,5.915033948,6.080027961,5.995537706,6.25805809,6.429971989,5.896442688,6.402204012,6.274623872,6.272744273
American Beauty,1999,Dramas,United States,8.3,6.654755043,8.486675959,8.294723094,8.080882864,8.396018988,6.467145136,8.580730802,8.393075924,8.076465806,8.087085716,6.078228782,8.156294537,8.075289228,7.803414304
American History X,1998,Dramas,United States,8.5,6.6173063,8.586707561,8.494267509,8.073571034,8.496021527,6.471918877,8.583529254,8.493146912,8.068428455,8.578278184,6.016460514,8.623293976,8.560875802,8.116415513
American Psycho,2000,"Comedies, Cult Movies, Dramas","United States, Canada",7.6,6.374446987,7.683956647,7.591840339,7.164336662,7.594422737,6.26867863,7.67940739,7.590186627,7.157400793,7.475443928,6.002764538,7.528415024,7.452591188,7.079075272
Amrapali,1966,"Dramas, International Movies, Music & Musicals",India,6.7,0,5.926738492,5.955722326,5.9,5.955040872,0,5.916568047,5.930143541,5.896339114,5.945043311,0,5.911817279,5.926104024,5.904950495
An Ordinary Man,2017,"Dramas, Thrillers","Serbia, United States",5.4,0,5.846428571,5.657217505,5.830208333,5.640038406,0,5.850458716,5.647945205,5.837741047,5.853592561,0,5.897276265,5.882220132,5.878551532
Andaz Apna Apna,1994,"Action & Adventure, Comedies, Cult Movies",India,8.2,5.92992126,8.127238699,8.085177974,5.498126065,8.133248201,5.924901186,8.208473148,8.171265354,5.527562003,7.045841612,5.905383848,6.603641457,6.913286713,5.833889816
Anthony Kaun Hai?,2006,"Comedies, Dramas, International Movies",India,5.3,0,5.821167883,5.743131462,5.896061479,5.681430536,0,5.828729282,5.752147702,5.878294574,5.90430622,0,5.900891972,5.884795322,5.910703667
Anwar,2007,"Dramas, Independent Movies, International Movies",India,6.7,0,6.088195616,6.112874043,5.911815562,6.202796768,0,6.054982818,6.095677233,5.9,5.988888889,0,5.92983317,5.948374761,5.91182266
Apaharan,2005,"Dramas, International Movies",India,7.4,0,6.657894737,6.852143314,5.925783972,7.039509733,0,6.64484233,6.904787058,5.910071942,5.967474048,0,5.909375,5.933027523,5.930434783
Apollo 18,2011,"Horror Movies, Sci-Fi & Fantasy, Thrillers","United States, Canada",5.2,5.889390963,5.183629521,5.224246623,5.357598157,5.216559033,5.894071146,5.197418412,5.227538455,5.364315575,5.222025625,5.901196411,5.453045013,5.293143409,5.607534598
Article 15,2019,"Dramas, International Movies, Thrillers",India,8.2,5.988461538,7.946382791,7.65191447,6.366942149,7.936564891,5.975169738,7.919349722,7.62805526,6.287707881,6.946594005,5.901197605,6.364984227,6.442933537,5.993838863
Asoka,2001,"Action & Adventure, Dramas, International Movies",India,6.5,5.909272183,6.679444199,6.240029985,6.196509863,6.439891805,5.905189621,6.657634513,6.148105864,6.111815562,6.568627451,0,6.179019466,6.359459459,6.125974026
Aurora,2010,"Dramas, International Movies","Romania, France, Switzerland, Germany",6.6,5.898203593,6.041786015,6.272649573,6.032082414,6.282539683,5.899100899,6.035087719,6.236768964,6.041284404,5.996774194,5.899100899,5.912368169,5.998860649,5.891021968
Austin Powers in Goldmember,2002,"Action & Adventure, Comedies",United States,6.2,5.932355724,6.384138062,6.097909306,6.091584263,6.197743054,5.916122841,6.477135018,6.196382273,6.090391083,5.9,5.908704253,6.066026839,5.715629884,5.9
Automata,2014,"International Movies, Sci-Fi & Fantasy, Thrillers","Bulgaria, United States, Spain, Canada",6.1,5.905970149,6.072256901,5.996502396,6.080407524,6.095208663,5.900299103,6.06903066,5.996119218,6.078406392,5.9,5.906187625,5.939686369,5.9,5.986621315
Babel,2006,"Dramas, Independent Movies","France, United States, Mexico",7.4,5.957692308,7.561404863,7.390334927,7.357498654,7.392141783,5.943410853,7.548540986,7.38796109,7.348266943,7.466614502,5.907569721,7.450916426,7.446728816,7.178139329
Bad Boys,1995,"Action & Adventure, Comedies",United States,6.9,6.018918919,6.876945245,6.8911524,6.567888435,6.893931045,5.981481481,6.873792489,6.89008153,6.563260379,6.754884957,5.923622047,6.637104072,6.724210526,6.537532808
Bad Boys II,2003,"Action & Adventure, Comedies",United States,6.6,5.962672811,6.779374355,6.494763438,6.183918521,6.595761121,5.937675726,6.776848875,6.494202114,6.087891264,6.560773326,5.915079365,6.704801874,6.444847872,6.290575916
Badland,2019,Dramas,United States,5.5,5.896410768,5.849858357,5.729500756,5.778571429,5.699104032,5.9000999,5.851625239,5.745596259,5.789633375,5.824934383,5.896207585,5.901783944,5.869565217,5.851977921
Balto,1995,"Children & Family Movies, Dramas",United States,7.1,5.919512195,7.293684882,6.835321131,6.397687861,6.853018558,5.903849951,7.050074963,6.716426781,6.290794979,7.365308528,5.911904762,7.411538462,7.047018432,6.294871795
Bang Rajan 2,2010,"Action & Adventure, International Movies",Thailand,5.5,0,5.895566502,5.872727273,5.881162137,5.855319149,0,5.895857988,5.873722628,5.882752121,5.902970297,0,5.904095904,5.907569721,5.897512438
Barah Aana,2009,"Dramas, International Movies",India,6.8,0,6.089627229,6.191094148,5.905571294,6.311665762,0,6.080999181,6.214443722,5.908795411,5.920493359,0,5.906349206,5.915503876,5.896442688
Barfi!,2012,"Comedies, Dramas, International Movies",India,8.1,5.984644914,8.20574189,7.918815479,6.725200877,8.055378874,5.958914729,8.193682998,7.907813872,6.597697781,7.896929767,5.913717694,7.652576207,7.536763953,6.240998487
Barsaat,1995,"Action & Adventure, International Movies, Music & Musicals",India,5.4,0,5.816319734,5.674298191,5.839697543,5.675027503,0,5.837268128,5.722164948,5.856937799,5.778743068,0,5.88817734,5.807648184,5.880750247
Basic Instinct,1992,"Classic Movies, Thrillers","United States, France",7,5.928543877,7.044444444,6.887591359,6.964252056,6.990323801,5.9234375,7.027329982,6.885416576,6.958501528,6.758477509,5.900596421,6.809424809,6.634226753,6.613895782
Bawarchi,1972,"Classic Movies, Comedies, Dramas",India,8,5.903096903,6.734388579,7.32425952,6.07218543,7.480804954,5.903096903,6.696938776,7.28185199,6.03857868,6.170491803,0,5.974831892,6.056640281,5.9328125
Bazaar,1982,"Dramas, Independent Movies, International Movies",India,7.3,0,5.974144487,6.154331371,5.932014719,6.213886734,0,5.965395615,6.121877692,5.912558575,5.982492864,0,5.906281157,5.947322298,5.920510304
Beasts of No Nation,2015,"Dramas, Independent Movies",United States,7.7,5.964251208,7.701732609,7.638976845,7.337330037,7.664400846,5.946875,7.688294432,7.631540714,7.303004892,7.525155504,5.913492063,7.233777482,7.227683023,6.609090909
Becoming Jane,2007,"Dramas, Romantic Movies","United Kingdom, Ireland",7.1,5.928290766,7.203938521,6.957382511,6.76921266,6.644880805,5.902097902,6.492832765,6.518887601,6.524983592,7.258566397,5.925123153,7.279022502,7.127301197,6.873284745
Bee Movie,2007,"Children & Family Movies, Comedies","United States, Australia",6.1,5.919807538,6.094449224,6.096508928,6.085326486,6.097619359,5.884033613,5.996048368,6.095575417,6.082211154,6.188562278,5.914643545,6.172818701,6.176126054,6.176275905
Been So Long,2018,"Dramas, International Movies, Music & Musicals",,5.4,5.893034826,5.859515571,5.781540931,5.796460177,5.688599847,5.899201597,5.865116279,5.793655049,5.803955842,5.9,5.888334995,5.892678406,5.878890877,5.916122841
Benji,2018,"Children & Family Movies, Dramas","United Arab Emirates, United States",6.3,5.904352127,6.09897652,6.068189807,6.026962457,6.029502996,5.9,5.979411765,5.996319336,5.980380673,6.301108647,5.90329013,6.093563579,6.07009841,5.991750687
Berlin Calling,2008,"Dramas, International Movies, Music & Musicals",Germany,7.3,5.902097902,6.995250944,7.131223629,6.326564966,7.167374005,5.902097902,6.919076627,7.106789953,6.343207127,6.766869764,0,6.390318389,6.580205656,5.953049908
Bewafaa,2005,"Dramas, International Movies, Romantic Movies",India,4.3,5.899100899,5.415572106,5.060267857,5.710828025,4.874367234,5.899100899,5.418637993,5.074271845,5.756074766,5.688643533,0,5.831792976,5.779507476,5.849271137
Beyond Skyline,2017,"Action & Adventure, Sci-Fi & Fantasy","United States, Canada, Indonesia, United Kingdom, China, Singapore",5.3,5.900695134,5.568804862,5.282391714,5.512384806,5.344372134,5.897211155,5.586636805,5.290626618,5.52300123,5.609205021,5.904187438,5.78,5.619161677,5.851975684
Bhagam Bhag,2006,"Comedies, International Movies, Romantic Movies",India,6.4,5.907936508,6.421200511,5.757686761,5.841880342,6.240705603,5.906951341,6.487742107,5.760331825,5.86478376,5.777073906,5.902097902,5.88912656,5.753555751,5.875675676
Bheeshma,2020,"Action & Adventure, Comedies, International Movies",India,6.6,5.909792285,6.110831586,5.969230769,5.889390963,6.12826087,5.906930693,6.101424501,5.96599064,5.888976378,5.916122841,0,5.901864573,5.90591133,5.905189621
Bhool Bhulaiyaa,2007,"Dramas, International Movies, Thrillers",India,7.3,5.945098039,7.279644677,6.755177408,5.958356941,7.104775857,5.92955665,7.263837638,6.743358396,5.923838538,6.542896936,5.910358566,6.354703833,6.194754539,5.925526075
Bhoot,2003,"Horror Movies, International Movies, Thrillers",India,6.5,0,6.077627337,6.286856128,5.9,6.321799822,0,6.096774194,6.271254289,5.9,6.037750385,0,5.911142587,6.052542373,5.90430622
Big Fat Liar,2002,"Children & Family Movies, Comedies","United States, Germany",5.4,5.900990099,5.625216441,5.157529124,5.672063416,5.328122803,5.898412698,5.549776008,5.173066033,5.612170499,5.723705108,5.901098901,5.82114612,5.4565762,5.935856318
Billu,2009,"Dramas, International Movies",India,6.2,5.908366534,6.28353133,5.9,6.100266489,6.163689179,5.908366534,6.272546521,5.9,6.036098981,6.053515625,0,6.001715138,5.9,6.011111111
Billy Elliot,2000,"Dramas, Independent Movies, International Movies","United Kingdom, France",7.7,6.008270677,7.619513504,7.66648856,7.711726445,7.57427244,5.965384615,7.375350577,7.45600044,7.590803203,7.93595999,5.941176471,7.792490119,7.880681818,7.714508498
Black Friday,2004,"Dramas, International Movies",India,8.5,5.910427011,8.181289366,8.197287228,6.272647428,8.316332297,5.904771372,8.16969697,8.18488668,6.236429993,6.545874587,0,6.102197802,6.35320959,5.984302862
Black Panther,2018,"Action & Adventure, Sci-Fi & Fantasy",United States,7.3,6.889891395,7.389044057,7.093263234,7.073487694,7.096344718,6.636641221,7.286557978,6.992463069,6.87266714,7.774490823,6.23104872,7.828701294,7.541550627,7.576312691
Blood Money,2012,"Dramas, International Movies, Romantic Movies",India,3.2,0,5.676867031,5.313515688,5.602643172,5.039058172,0,5.69147571,5.354991817,5.636135957,5.797598463,0,5.882107356,5.848722986,5.859055118
Blow,2001,Dramas,United States,7.6,5.948648649,7.654284553,7.58638006,7.145147679,7.589254652,5.936637512,7.639426572,7.583686473,7.134554974,7.453392176,5.909163347,7.520895522,7.325995362,6.987569739
Blue Valentine,2010,"Dramas, Independent Movies, Romantic Movies",United States,7.4,5.992197907,7.465591398,7.283837078,7.020524538,7.384675112,5.964223722,7.536159826,7.374041257,6.904455833,7.273966566,5.922772277,7.13552227,7.251144612,6.90011534
Bobby,1973,"Classic Movies, Dramas, International Movies",India,7.1,0,6.122807018,6.436283186,6.046405229,6.479659413,0,6.093157461,6.346793349,6.00526763,6.176592225,0,5.95,6.107885305,5.93957935
Bodyguard,2011,"Action & Adventure, Comedies, International Movies",India,4.6,5.89408867,4.745985401,4.582659523,5.519112628,4.587642419,5.89347181,4.670856724,4.600213561,5.533210332,5.53139221,5.899401795,5.661663653,5.575907198,5.871493213
Boom,2003,"Action & Adventure, Dramas, International Movies",India,2.3,0,5.127888446,4.353667055,5.605139766,4.09910045,0,5.242763158,4.411595935,5.685410896,5.539019964,0,5.734841193,5.761116458,5.825
Bosta,2005,"Dramas, International Movies, Music & Musicals",Lebanon,6.3,0,5.905749293,6.010288387,5.996657633,6.000149925,0,5.903474903,5.970239077,5.971494893,5.988888889,0,5.9,5.970037453,5.929126214
Boushkash,2008,"Comedies, International Movies",Egypt,5,5.907142857,5.792156863,5.667521368,5.884836472,5.584931507,5.9,5.78,5.662994836,5.884836472,5.876377953,0,5.881268583,5.897014925,0
Break Ke Baad,2010,"Comedies, International Movies, Music & Musicals",India,5.2,0,5.523924109,5.33809166,5.845235975,5.261248186,0,5.523728814,5.322832981,5.843382353,5.822624157,0,5.83715415,5.833281493,5.906763285
Brooklyn's Finest,2009,"Dramas, Thrillers",United States,6.7,5.907462687,6.600074944,6.677890169,6.622765013,6.683869016,5.899201597,6.592270401,6.676121541,6.613858081,6.378714372,5.905189621,6.136116634,6.251499851,6.335603715
Brother's Shadow,2006,"Dramas, Independent Movies",United States,6,0,5.900995025,5.911273081,5.894073377,5.912558575,0,5.910169492,5.912340842,5.888184438,5.906576402,0,5.898203593,5.895829196,5.906457926
Bulbbul,2020,"Horror Movies, International Movies",India,6.6,5.917821782,6.488689035,6.16399184,5.884961767,6.298021619,5.911122145,6.38228753,6.085057471,5.853045013,6.574463401,5.902097902,6.236307215,6.223904689,5.93924783
Burlesque,2010,"Dramas, Romantic Movies",United States,6.4,5.948148148,6.66532293,6.190330379,6.258049292,6.092912325,5.912350598,6.157416608,5.9,6.069664796,6.678271498,5.931697743,6.839598937,6.463058737,6.490411318
C Kkompany,2008,"Action & Adventure, Comedies, International Movies",India,5.4,5.9000999,5.835663786,5.71322314,5.89436346,5.728963938,5.9000999,5.837906423,5.751123596,5.897560976,5.832435034,0,5.894444444,5.8417154,5.897308076
Caregiver,2008,"Dramas, International Movies",Philippines,6.4,0,5.954122211,5.893720712,5.920272904,5.95004583,0,5.941136141,5.890839695,5.915686275,5.917839923,0,5.907920792,5.901768173,5.904771372
Casa de mi Padre,2012,Comedies,"United States, Mexico",5.5,5.901195219,5.675471698,5.532281495,5.470648464,5.524449878,5.901195219,5.685959885,5.536416606,5.417188954,5.562179695,0,5.838792505,5.564666961,5.799361022
Case 39,2009,"Horror Movies, Thrillers","United States, Canada",6.2,5.896270854,6.275975976,6.094799522,6.171250599,6.193640025,5.894444444,6.171700783,6.092962702,6.163946641,6.27932496,5.906243806,6.241271473,6.171801861,6.231876261
Casino Royale,2006,Action & Adventure,"United Kingdom, Czech Republic, United States, Germany, Bahamas",8,6.387549251,7.981738495,7.89239931,7.86723299,7.994754642,6.294449047,8.07768061,7.891352585,7.861919269,7.667406656,5.9582846,7.586449659,7.543777491,7.667873723
Chaahat,1996,"Dramas, International Movies, Romantic Movies",India,5.6,0,6.085138539,5.462483009,5.800343053,5.64743826,0,6.065327979,5.544657804,5.782055906,5.752147702,0,5.9,5.699657241,5.9
Chal Mere Bhai,2000,"Comedies, International Movies, Romantic Movies",India,4.7,5.899100899,5.512236767,5.076589986,5.800917431,5.04353463,5.899100899,5.540216086,5.115990453,5.809433962,5.674403816,0,5.86900369,5.700984781,5.891262136
Chalte Chalte,2003,"Dramas, International Movies, Romantic Movies",India,6.6,5.904187438,6.635225192,6.239903846,6.207085644,6.441894248,5.900199601,6.612382739,6.229627023,6.102133713,6.358537427,5.904095904,6.249877751,6.142400824,6.109083402
Chamatkar,1992,"Comedies, International Movies, Sci-Fi & Fantasy",India,6.6,5.90329013,6.471052632,6.320305481,5.9,6.462825789,5.90329013,6.454510557,6.30793854,5.884033613,6.046892655,0,5.999288256,5.967774086,5.912734082
Chance Pe Dance,2010,"Comedies, Dramas, International Movies",India,4.7,0,5.41786639,5.073694391,5.83428317,5.007062658,0,5.425355316,5.115455035,5.841121495,5.650964187,0,5.842465753,5.678838174,5.9
Charlie's Angels,2000,"Action & Adventure, Comedies","United States, Germany",5.5,5.888679245,5.70682524,5.406030417,5.612524004,5.404703448,5.884496124,5.52063877,5.309210789,5.614810427,5.996888516,5.908227228,6.171393153,5.805589402,5.9
Chennai Express,2013,"Action & Adventure, Comedies, International Movies",India,6,5.946511628,6.184229617,5.529282577,6.006672888,5.9,5.926979472,6.08837885,5.532749304,5.853908356,6.294781145,5.917296223,6.339680179,6.015647406,6.159561129
Chillar Party,2011,"Children & Family Movies, Comedies, Dramas",India,7.4,5.915873016,6.925616698,7.046613772,5.914675768,7.142445055,5.904771372,6.901495513,7.018652226,5.912357581,6.353046595,5.904095904,6.079577465,6.173825503,5.914091351
Chittagong,2012,"Dramas, Independent Movies, International Movies","United States, India, Bangladesh",7.3,5.903096903,6.323187365,6.38699187,5.885013876,6.572283921,5.903096903,6.310675381,6.373553719,5.875234522,5.943140965,0,5.917948718,5.909375,5.910344828
Chopsticks,2019,"Comedies, Dramas, Independent Movies",India,6.5,5.899004975,6.182034976,6.128104856,5.960441426,6.251720047,5.901197605,6.157338664,6.116681943,5.951264167,6.092097264,5.899100899,5.990081893,5.981625442,5.912670565
Chup Chup Ke,2006,"Comedies, Dramas, International Movies",India,6.8,5.911940299,6.70453935,6.341646873,5.883402836,6.661984358,5.911553785,6.683179724,6.329059829,5.850262697,6.048427673,0,5.991836735,5.920760697,5.942424242
Chupke Chupke,1975,"Classic Movies, Comedies, International Movies",India,8.3,5.902380952,7.456865913,8.089127686,6.216720674,8.120264071,5.9,7.414480874,8.060142108,6.186084584,6.793586698,5.904191617,6.178664354,6.593641618,5.953034547
City of God,2002,"Dramas, Independent Movies, International Movies","Brazil, France, Germany",8.6,6.383870968,8.679139505,8.591752099,8.257307528,8.594274615,6.302197802,8.675260428,8.690179436,8.250954347,8.363220149,5.953519769,8.368267721,8.336352758,7.886563096
City of Tiny Lights,2016,"Dramas, International Movies, Thrillers",United Kingdom,5.5,0,5.836700337,5.700661455,5.834048257,5.683486239,0,5.853045013,5.685604113,5.81111893,5.862337662,0,5.877099237,5.863967243,5.917247879
